,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,All_Death,Health_Status,Unhealthy_Days,LBW,VLBW,Premature,Under_18_deaths,Over_40_deaths,Unmarried,Late_Care,Infant_Mortality,IM_Wh_Non_Hisp,IM_Bl_Non_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide,Injury,Total_Births,Total_Deaths,MOBD_Time_Span,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Exp,Toxic_Chem,Diabetes,Smoker,Obesity
221,6,75,San Francisco,California,CA,39,739426,15837,12,15.7,69.6,12.4,2.4,56.6,7.3,0.5,33.3,13.5,77.9,723.6,11.5,5.8,7.1,1.1,9.9,1.5,5.8,24.6,12.3,3.9,2.9,9.6,2.5,1.3,22.8,17.4,160.6,7.7,41.6,6.7,60.3,11,22.6,25255,18969,2001-2003,102303,103470,14367,243.3,126.4,108473,21518,26509,43296,48861,44,4,23,0,3,320,0,320,62356,3.7,17.8,10.5
222,6,77,San Joaquin,California,CA,39,664116,475,14.7,31.1,59.3,8.3,1.4,73,7.9,1.3,14.3,34.1,76.4,874.1,17.4,6.5,6.6,1.2,10.5,4.3,2.4,37.8,26.3,7.1,6.8,18.1,5.3,1.7,25.9,16.1,211.1,8.7,57.8,18.3,73.8,10,19.7,30435,13733,2001-2003,109891,59105,12202,66.6,39.8,114335,21851,15449,32249,45098,38,4,18,0,3,257,0,257,409634,6.4,16.9,25
224,6,81,San Mateo,California,CA,32,699610,1558,6.8,24.5,62.5,11,2,68.5,3.4,0.5,24.8,22.3,80.3,641.6,13.1,5.5,6.3,1,9.6,1.7,5.2,19.5,12.8,4.1,3.6,2.7,2.9,1.1,23.4,17.4,129.1,3.4,42.4,7.9,57.2,7.1,12.4,30483,14256,2001-2003,84134,84402,7789,119.4,78.3,71026,15693,19311,36884,44971,35,4,21,0,3,274,0,84,377164,4.2,16.8,14.4
226,6,85,Santa Clara,California,CA,34,1699052,1316,8.8,26.4,63.2,9.1,1.3,63.2,2.8,0.8,30.6,24.5,80.2,634.4,11.9,5.3,6.3,1,9,1.8,4,21.8,13.4,4,3.5,5.2,2.9,1.1,20.9,13.6,139.7,2.5,35.7,8,53.1,7.6,11.2,81257,26130,2001-2003,196918,156358,16757,123.4,76,187410,44962,42253,87537,110317,54,3,50,0,3,454,0,252,718172,5.9,10.9,17.4
231,6,95,Solano,California,CA,36,411593,496,8.4,28.9,60.9,8.9,1.3,64,15.3,0.9,14.9,20.6,77.7,792.1,12.3,6.6,6.7,1.3,10.5,2.9,2.6,31.8,24.7,5.6,5.6,9,3.8,1.8,24.3,19.1,160.1,5.3,52.6,11.6,69.8,9.4,15.1,17454,7904,2001-2003,54843,36481,6473,81.1,53.9,41902,11422,9763,20576,27611,3,3,12,0,3,147,0,73,978872,6.4,17.2,20.9
233,6,99,Stanislaus,California,CA,25,505505,338,14.2,31.1,58.9,8.5,1.4,87.1,3.1,1.5,5.6,37,76.2,907.4,21.1,7.1,6.5,1.3,11.5,4.3,2.3,35.5,16.4,7.5,8.7,5.9,5.5,2,23.7,19.9,246.3,5.3,54.6,20.5,60.6,10.6,27.8,23545,11061,2001-2003,89406,47608,10546,69.8,39,89586,18977,15745,24519,34231,27,4,14,0,3,244,0,187,180951,10,18.7,25.4
239,6,111,Ventura,California,CA,32,796106,431,9.8,28.8,60.5,9.2,1.5,87.9,2.1,1.2,6.7,35.6,79.3,712.8,12.8,6.2,6.1,1,10.3,3,3.6,24.6,9.5,5.5,4.1,7.9,4.3,1.2,23.5,16.5,158.6,4,42.4,10.6,52.1,9.1,17,34961,14611,2001-2003,130322,80262,10920,80,53.3,100009,19949,12387,39811,53105,17,3,23,0,3,304,0,94,56194,7,16.1,19.5
242,8,1,Adams,Colorado,CO,25,399426,335,10.5,30,62.8,6.5,0.7,89.8,3.2,1.4,3.6,34.5,78.5,941.9,16,6.2,9.1,1.3,12.3,4.4,1.6,30.1,21.6,6.6,5.8,16.5,5,1.6,25.3,21.4,157.2,4.9,56,16.9,52.5,18.5,26.4,19783,6700,2001-2003,60276,31739,6515,37.8,29,52084,11762,7610,26830,30335,10,3,11,166,4,156,74,67,1823258,6.6,24.1,22.2
244,8,5,Arapahoe,Colorado,CO,36,529090,659,7.9,27.4,63.1,8.3,1.1,82.4,9.6,0.8,4.8,15.8,79,757.2,11.6,5.5,8.9,1.3,11.7,3,2.9,25,19.2,5,3.3,13.5,3.9,1.1,20.9,16.3,117.8,4.3,44.2,11.4,47.6,16.5,24.8,23114,8722,2001-2003,62694,41721,5524,90.3,61.6,31860,15031,10333,36874,39898,28,4,15,180,4,183,102,92,832,5.1,19.9,17.2
258,8,31,Denver,Colorado,CO,25,557917,3638,15.1,25.4,63.7,9,1.9,82.9,10.6,1.4,3.3,34.2,75.9,854.2,17.2,6,9.4,1.5,13,5.3,2.3,33.9,29.2,6.7,4.7,15.2,5.4,1.4,23.9,20.2,136,8.1,46.3,16.4,47,14.2,37.7,34354,13530,2001-2003,101192,57936,11503,194.1,78,79178,18207,14836,39765,40390,33,4,17,206,3,285,260,218,503378,5.2,21.1,16.2
263,8,41,El Paso,Colorado,CO,36,565582,266,10.4,28.6,62.4,8,1.1,85.8,6.7,1,3.2,12.2,78.2,820.5,11.3,5.9,9.6,1.4,12.5,3.1,2.3,25.3,21.9,6.5,5.4,13.9,4.3,2.2,23.6,16,119.8,5.1,40.9,15,84.8,17.4,20.5,25590,9662,2001-2003,71691,47283,8166,55.5,59.6,30721,15354,8859,38849,44109,14,3,16,157,3,195,47,98,2407506,4,20.2,18
306,9,1,Fairfield,Connecticut,CT,32,902775,1443,7.3,26.5,60.4,10.8,2.2,83.7,10.7,0.3,4.2,13.8,79.2,705.3,12.3,5.2,7.1,1.4,9.1,1.8,5.4,23.4,9.5,5.3,4,12.2,3.9,1.4,27.5,17.9,153.1,2.9,42.5,7.8,43.9,6.3,19,36336,21011,2001-2003,87577,112954,11885,129.9,74.7,94167,20249,17472,61937,56172,27,3,27,392,4,349,80,107,618859,5.1,16.4,16.3
307,9,3,Hartford,Connecticut,CT,32,877393,1193,9.2,24.9,60.9,11.6,2.6,81.6,13.3,0.3,3.4,12.5,77.8,753.4,11.8,5.5,8.1,1.7,10.4,3.1,3.2,36,14.9,6.3,4.4,13.5,4.7,1.6,25.1,18.1,147,5,48.1,9.2,43,7.6,23.1,31212,23682,2001-2003,95398,122061,18369,130,79.7,104391,23897,13885,61574,56940,24,3,26,319,3,338,76,104,1216709,6.3,18.3,19.2
310,9,9,New Haven,Connecticut,CT,32,846766,1398,9.4,24.9,61.2,11.1,2.8,82.4,12.6,0.3,3.3,11.7,78,765,13.6,6,8.3,1.7,10.6,3,3.1,34.6,11,6.8,5.2,14.2,5,1.8,26.2,17.6,144.3,3.1,51,8.5,46.2,7.6,22.5,30738,23078,2001-2003,92560,114109,17691,143.8,59,96328,23141,21587,59388,56189,22,3,25,325,3,326,46,100,1298747,7.3,20.1,21
311,9,11,New London,Connecticut,CT,24,266618,400,6.6,24.7,62.2,11,2.1,87.6,6,0.9,3.2,5.9,78.8,818.6,12,5.5,6.6,1.3,9.1,2.2,3.1,28.7,12.1,6.7,5.7,15.8,5.1,1.5,20.7,22,149.7,1.9,60,11.5,55.1,10.8,21.6,9768,6873,2001-2003,23723,34186,5204,75,56.3,25168,6553,8486,18761,17581,14,4,16,106,4,102,15,55,811268,6.6,21.3,19.3
314,10,1,Kent,Delaware,DE,23,143968,244,10.6,26.3,61.4,10.8,1.5,73.7,22,0.6,1.9,3.7,75.8,907.6,14,6.1,9.5,1.9,12.9,4.3,1.8,40.5,22.1,11,10.1,15,7.7,3.3,22.8,19.7,217.2,2.5,73.1,17.1,53.1,11,18.5,5835,3342,2001-2003,17333,14922,3232,50.7,32.6,19099,2670,3114,8167,9653,2,4,4,51,3,87,31,43,111209,8.5,24.6,25.2
315,10,3,New Castle,Delaware,DE,24,523008,1227,8.2,25.1,63.3,9.9,1.6,72.3,22.5,0.3,3.6,6.6,76.5,857.3,12.2,6,10,2,13.6,3.7,2.5,38.5,8.2,9.4,7,16.4,7.2,2.2,25.5,21.3,186,4.3,56.9,12.3,51.6,11.1,20.7,21109,12346,2001-2003,51503,56658,9842,97.3,46.5,50065,12469,11659,30114,34566,18,3,31,163,3,199,522,107,7753266,6.6,22.1,20.5
316,10,5,Sussex,Delaware,DE,27,176548,188,10,21.4,59.1,17.2,2.2,83.5,14.1,0.6,0.9,5.8,76.5,837.8,16,6.2,7.9,1.7,13.2,4.2,2,48.9,24.7,8.5,6.9,18.3,5.6,2.9,26,21.6,184.5,3.8,62.6,23.2,42.9,11.2,21.5,6224,5355,2001-2003,21623,30270,4295,63.4,14.2,29734,3333,5203,10618,10978,5,3,5,88,4,74,46,15,4914341,8.9,24.7,24.5
318,12,1,Alachua,Florida,FL,53,223852,256,16.1,23.7,66.1,9,1.2,73.7,20,0.3,4.4,6.3,76.4,892,10.9,5.9,8.8,1.8,12.7,3.5,2.5,38.7,15.3,11,6.4,19.6,8.4,2.6,27.1,18,125.1,3.7,61.3,15,65.7,16.3,24.8,7354,4724,2001-2003,33617,22087,4869,220.7,97.4,15317,3553,7283,12219,15278,7,4,7,175,4,106,78,66,2081744,7.1,22,17.5
320,12,5,Bay,Florida,FL,53,161558,212,12.8,24.6,61.4,12.8,1.2,84.4,11.3,0.8,1.9,3.1,75.3,961.1,18.5,6.3,8.4,1.7,12.9,4.1,1.7,38.3,13.3,12.6,9.8,28.5,8.2,4.4,25.9,16,204.2,5.6,72.3,21.5,52.7,15.4,37.6,5960,4363,2001-2003,21318,20927,4534,56.9,37.1,20866,2962,6190,8648,8385,1,3,5,329,4,73,273,46,8367198,6.9,24.7,20.5
321,12,7,Bradford,Florida,FL,33,28118,96,16.2,21.9,65.4,11.5,1.3,76.3,21.9,0.4,0.8,2.9,74.2,1045.2,13.5,5.4,8.4,1.7,12.9,7.2,1.4,41.2,18.5,10.4,5.5,29.7,7.6,2.9,20.6,18.9,210.3,8.8,77.5,32.1,73,13.4,19,3089,2622,1994-2003,3409,2734,741,21.3,24.9,5046,419,1000,1558,1519,0,3,3,71,4,31,25,13,0,8.1,21.8,25.9
322,12,9,Brevard,Florida,FL,25,531250,522,10.1,22,57.9,17.7,2.4,86.9,9.4,0.4,1.9,6,77.9,796.5,15.5,6.3,7.7,1.5,12.5,3.3,3,36.7,13.4,6.5,5,10.7,4.7,1.8,22.7,17.9,183.1,5,61.2,19.2,47.5,17.5,27.7,14613,16256,2001-2003,58996,90785,12695,71,40.8,51430,9110,15071,29410,27814,8,3,15,559,4,208,143,89,859288,8.8,27.8,20.3
323,12,11,Broward,Florida,FL,34,1777638,1475,12.5,25.6,60.4,11.4,2.6,70.4,24.9,0.3,3,21.7,78.3,748.2,13.5,5.6,8.6,1.7,12.9,2.6,3.6,35.4,13.1,6.5,4.7,10.7,4.2,2.3,24.5,17,181.6,5.6,50.2,12.9,45.6,13.3,20.6,67007,48248,2001-2003,264560,217263,27629,75.5,43,215578,35063,56494,93982,90741,12,3,51,782,4,459,417,255,1029246,7.1,18.4,18.8
327,12,19,Clay,Florida,FL,57,171095,285,7.4,26.5,63.3,9.4,0.8,86.6,8.7,0.5,2.5,5.5,75.9,978,12.5,6.3,7,1.2,11.4,2.9,1.7,28.6,10,7.6,6.8,15.3,4.9,2.7,23.7,21.9,222.4,3.5,83.4,18.1,67.8,16.6,23.2,5904,3518,2001-2003,17984,15021,2731,70.7,41.5,15154,2843,4770,8959,9192,0,3,9,161,4,59,77,18,450229,7.9,28.9,20.6
328,12,21,Collier,Florida,FL,27,307242,152,9.6,21.7,54.6,21.1,2.7,92,5.9,0.4,1.1,24.2,81,581.9,13.3,4.4,6.3,1,11.7,4.5,3,38.7,27,5.5,4.8,9.3,4,1.5,14.9,12.2,108.9,3.4,41.1,23.5,30.2,11.7,28.8,10814,7318,2001-2003,35984,50728,3430,68.7,34.2,40191,4550,9940,17017,15397,11,3,8,244,4,124,138,25,7896,8.4,17.6,19.8
329,12,23,Columbia,Florida,FL,54,64040,80,15.6,25.3,60.6,12.6,1.4,80.4,17.4,0.6,0.8,3.5,73.8,1068,23.9,7.8,9.2,2.4,14.3,5.5,1.3,44,22.9,10.9,8.5,21.9,8,2.8,25.7,21.7,233.9,6,77.8,32.3,66.7,12.6,28.6,3868,3210,1999-2003,9336,7749,2132,43.7,25,10688,983,3071,3400,3436,2,4,0,53,4,58,4,29,70,10.4,26.3,24.8
330,12,27,DeSoto,Florida,FL,27,35406,56,18.3,23.9,58.6,15.6,1.9,84.4,11.8,2.9,0.6,31.2,77.6,767,23.6,4.3,7.5,1.4,13,7.9,1.5,48.8,34.9,7.7,6.3,16.8,5.4,2.3,21.6,12.3,180.7,9.5,55.1,44.3,35.8,9,18.1,2202,1504,1999-2003,6924,4244,811,39.5,5.6,8538,622,1032,1914,1975,0,3,2,36,4,26,23,20,12,11.3,26,23.9
332,12,31,Duval,Florida,FL,39,826436,1068,12.8,28.1,61.6,9.3,1,64.7,30,0.4,3.4,5.3,74.5,992.8,15.2,6.1,9.5,1.8,14,4.2,2,41.2,13.3,10.3,7.1,15.8,6.8,3.4,28.8,23.2,196.8,12.1,67.2,17.9,66.6,14.5,27.3,36661,20511,2001-2003,108555,81079,17218,107.9,39.6,91506,17465,25590,42316,42938,6,3,24,899,4,337,1001,337,11227930,6.5,21,24.4
333,12,33,Escambia,Florida,FL,25,296772,448,15.7,26,59.4,13.1,1.5,71.4,23,0.9,2.6,2.9,75.2,952.9,18,6.7,10.1,2,15,4.7,2,42.5,15.9,11.4,8.9,17.6,6.6,4.8,25.3,19.5,177.5,5.6,68.2,18.1,83.9,12.5,27.9,11766,8692,2001-2003,43450,38777,8158,86.3,44.8,34278,5463,12146,15660,16317,0,3,9,271,4,152,415,116,40475023,8.4,26.5,27
336,12,39,Gadsden,Florida,FL,27,46428,90,18,27,60.8,10.8,1.4,42.6,56.4,0.3,0.3,7.9,72.9,1039.4,22.6,6.8,11.4,2,15,8.4,1.2,63.1,14.5,15.6,7.5,16.9,10.2,5.4,31.2,17.8,176,10.1,61.3,34.4,75.6,9.6,26,3531,2273,1999-2003,9187,5314,1743,38.8,21.5,8749,839,1567,2410,2460,1,3,0,24,3,50,17,18,150,16.6,21.4,29.4
344,12,55,Highlands,Florida,FL,35,95496,93,13.9,20,48.9,26.7,4.3,88,9.6,0.5,1.3,15,78,733.8,19.4,8.2,7.7,1.4,12.9,5.7,1.1,44.7,21.2,9.8,7.8,16.3,6.2,3.7,22.2,15.5,175.6,6.4,58.1,27.2,41.5,15,20.4,4367,6483,1999-2003,15429,23512,2454,69.1,28.3,17878,1550,2827,5404,4865,2,3,4,60,4,62,24,31,123311,9.6,21,20.7
345,12,57,Hillsborough,Florida,FL,39,1132152,1077,13,26.8,61.7,10.2,1.3,78.7,16.3,0.5,3,20.9,76,893,16.8,6.3,8.5,1.8,13.1,4.3,2.3,40.2,11.9,8.7,6.1,16.2,5.9,2.8,25.2,20.8,213.4,6.2,60.4,19.5,58.9,12.6,27.3,45253,26268,2001-2003,159922,117391,24446,88.5,35.9,141209,20646,35542,58935,59662,17,3,31,734,4,441,630,441,2597715,8,24.1,21.9
347,12,61,Indian River,Florida,FL,44,128594,256,10,19.9,53.1,23,4,89.8,8.4,0.3,0.9,8.7,79.3,712,12,5.3,7.5,1.5,11.1,4.8,2.9,37.9,21.9,6.7,4.9,11.6,4.7,2,23.5,15,157.1,4.9,65.9,21.3,65.8,11.2,27.1,5541,7771,1999-2003,12963,30142,2509,82.4,44.3,17376,2633,4049,7294,6593,1,3,12,136,4,75,5,17,285811,7.4,22.3,19
348,12,63,Jackson,Florida,FL,40,48985,53,16.2,22.6,62.5,13.1,1.8,70.5,27.3,0.7,0.5,3.5,74.8,979.4,22.3,6.8,10,1.8,13.8,4.6,1.5,42.3,8.4,5.5,4.4,7.7,3.3,2.2,22.6,14.3,251.5,5.5,56.9,37.2,71.7,11.6,19.4,2718,2595,1999-2003,6703,6854,2068,49,22.5,10343,813,1966,2693,2677,1,3,0,30,3,44,5,21,473160,6.8,23.5,24.3
351,12,69,Lake,Florida,FL,27,277035,291,10.2,20.6,52.7,23.3,3.3,88.4,8.8,0.4,1.5,9,77.7,772.5,17.6,6.5,8.2,1.3,12.7,4.5,1.8,37.1,15.5,6.4,4.9,10.4,2.8,3.7,24.9,18.6,174,4.3,58.5,28.8,52,15.5,21.4,7936,9180,2001-2003,31233,64659,6362,58.8,23.1,40906,4088,8311,15559,13995,2,3,7,251,4,106,51,21,63915,7.8,24.4,21.4
352,12,71,Lee,Florida,FL,25,544758,678,10.2,21.3,56,19.9,2.8,90,7.5,0.4,1.2,14.2,78.9,709.7,16.3,5.7,8.3,1.4,12.4,4.8,2.5,42.7,17.8,6.5,5.2,12,4.6,1.8,22.5,15.4,168.9,7.6,55.8,23.3,36,14.3,33.5,16382,16162,2001-2003,66178,95942,10168,58.4,31,69575,7808,21528,30347,27584,3,3,14,406,4,200,241,86,115378,9.8,26.6,18.7
353,12,73,Leon,Florida,FL,53,245756,369,14,25.2,66.1,7.8,0.9,65.8,30.2,0.3,2.5,4,76.8,897.5,10.6,5.2,9.4,2.1,13.9,2.9,2.4,39.1,9.1,11,7.5,15.9,8.1,2.9,29.7,19.3,140.1,2.6,55.7,11.7,68.9,10.7,25.7,9002,4664,2001-2003,32754,19717,3154,102.1,37.4,15896,4400,6264,13143,15566,2,3,7,258,4,115,76,72,144954,4.6,20.1,16.2
357,12,81,Manatee,Florida,FL,27,306779,414,10.8,22.2,55.3,19.1,3.4,88.8,8.7,0.3,1.4,11.7,78.2,729.2,17.7,5.7,8,1.5,13.2,5.2,2.2,43.8,22.9,7.2,5.5,15.6,4.7,2.4,17.4,16,178.7,6.1,54.5,20.7,39,14.5,24.9,9920,10038,2001-2003,36466,50092,5484,66.8,29.7,40566,4548,9522,16893,15533,3,3,8,195,4,126,37,25,1658571,8.2,21.5,18.4
358,12,83,Marion,Florida,FL,53,303442,192,14,21.6,54.8,20.9,2.7,85.9,11.6,0.5,1.1,7.8,76.7,863.1,19.8,7.8,8.2,1.4,12.6,5.1,2,45.7,24.4,9,7.8,14.5,6.1,2.9,28,20.5,204.8,5.4,69.9,32,48.7,17.1,26.3,8844,10938,2001-2003,41468,63902,8769,48.8,25.4,47158,4452,13640,16858,15722,8,4,8,174,4,131,144,82,181644,9.4,25.2,23.7
359,12,85,Martin,Florida,FL,16,139728,251,9.2,19.4,54.2,22.4,3.9,92.2,5.5,0.8,1,9,79.6,673.2,10.3,5.4,7.5,1.3,12.5,4,4,35.4,28.1,8.6,7.2,29.4,5.3,3.3,20.5,12.8,142.9,3.7,49.1,21,43,15.5,31.9,3594,4937,2001-2003,14138,32406,2453,77.3,49.4,15329,2423,5082,7972,7066,0,3,4,128,4,59,20,12,1030917,6.4,22.1,13.9
360,12,86,Miami-Dade,Florida,FL,34,2376014,1221,18.9,26.2,60,12.1,1.7,76.5,20.5,0.3,1.5,60.1,77.6,761.6,18.4,5.4,8.1,1.6,11.9,3.5,3.2,41.8,11,5.9,4,11,3.8,2.1,22.3,19.2,216.2,9,35.8,16.1,40.1,9.1,16.1,97091,55624,2001-2003,485473,287005,34348,111.5,47.1,501292,48143,1474332,124730,124789,13,3,69,1322,4,624,747,347,827832,8.1,17.6,19
363,12,91,Okaloosa,Florida,FL,23,182172,195,9.9,25.9,61.1,12.2,0.9,84.2,9.7,0.6,2.9,5.1,76.6,925.8,14.3,6.2,7.7,1.2,11.7,2.9,2,29.8,14,9.1,7.3,15.1,5,4.1,25.5,19.2,185.4,2.7,65.5,16.5,56.4,14.1,33.8,7385,4235,2001-2003,21753,23096,3631,92.2,50.5,14552,2828,6159,9604,9471,0,3,5,181,4,115,12,58,146327,7.6,22,20.7
365,12,95,Orange,Florida,FL,39,1023023,1127,13.2,27.5,63,8.6,1,72.5,20.7,0.5,4.5,22.8,76.9,861.6,14.4,5.2,9.5,1.8,15.1,3.6,2.6,39.9,13.3,7.5,4.6,13.7,4.8,2.7,26,19.2,190.3,6.3,55.1,17.3,51.6,9.9,17,43304,19432,2001-2003,157645,91188,19222,90.5,34.1,119058,19843,32289,52803,54345,7,3,28,713,4,397,390,397,8865738,7.2,19.8,19.5
366,12,97,Osceola,Florida,FL,23,231578,175,13.1,27.3,61.4,10.1,1.2,84.4,10.1,0.6,3,37.2,76.8,834.5,15.6,7.7,8.3,1.7,14,3.7,2.2,38.7,12.5,6.5,6,12.2,4,2.5,25.2,15.9,188.8,2.4,55.9,23.5,47.6,14.6,17,8747,4251,2001-2003,33602,20397,5164,43.6,13.4,31207,4085,7730,11977,12262,2,3,6,113,4,128,17,64,8626,7.3,23,22.2
367,12,99,Palm Beach,Florida,FL,34,1268548,643,10.9,22.8,55.8,17.7,3.6,80.5,16,0.5,2.1,15.9,79.1,694.4,15.7,5.5,8.3,1.5,13.3,3.3,3.8,36.8,21.3,7.4,5,13.2,4.8,2.6,21.5,16.2,161.3,5.1,47.7,17,36.9,12.5,28.1,42293,40726,2001-2003,159195,228250,18435,82.9,51.2,146587,24841,34504,69436,64531,15,3,36,741,4,320,261,178,1959545,7.8,20.1,18.3
369,12,103,Pinellas,Florida,FL,39,928032,3315,12.1,20.8,58.4,17.3,3.5,85.6,10.1,0.4,2.7,6.2,77.2,823.3,16.1,6.7,8,1.6,12.2,3.6,3,40.1,15.5,7.6,5.9,17.6,5.8,1.8,23.6,17.3,171.7,6.3,58.8,13.4,43.3,16.3,26.9,27592,37641,2001-2003,109940,173134,24648,87.3,51.5,108453,18082,47517,52056,46679,11,3,28,518,4,388,149,388,879101,8.5,22.5,19
370,12,105,Polk,Florida,FL,25,542912,290,14,25.6,56.9,15.5,2.1,82.9,14.2,0.5,1.4,13.2,76.5,832.5,21,6.1,8.2,1.6,12.8,5.7,1.6,45.5,26.6,8.4,6.8,16.6,5.5,2.9,24,19.1,216.6,6.3,61.5,25.2,41,13,20,20747,15831,2001-2003,79871,79346,14262,54.3,22.3,91048,10221,19259,28703,28344,3,3,15,443,4,255,247,195,7128634,9.2,22.2,27.9
371,12,107,Putnam,Florida,FL,54,73568,102,18.7,25.5,56.2,16.7,1.6,80.7,17.4,0.5,0.7,7.4,73.7,1037.2,24.5,6.3,9.3,2,13.6,7.1,1.4,50,23.5,9.8,8.2,15.6,7.4,2.4,26.1,20.8,189.9,8.9,83.2,40,57.3,16.7,18.7,4581,4478,1999-2003,13304,11425,2795,43.5,15,14620,1373,2609,3897,3819,1,3,0,104,4,71,85,35,10302178,11.6,27,30.5
372,12,109,St. Johns,Florida,FL,27,161525,265,8.1,22.3,63,13.1,1.6,91.4,6,0.3,1.6,3.7,78,759.3,11.9,5.6,8.1,1.2,12.4,3.6,4.1,27.2,12.3,6.5,5.2,19,4.3,2.2,21.2,16.4,116.4,3.2,56.8,16.7,43.8,13.2,16.8,4160,3529,2001-2003,12404,20433,2823,84.2,28.5,14349,2311,5095,8911,8694,0,3,4,114,4,61,40,12,75487,6.4,20.1,16.8
373,12,111,St. Lucie,Florida,FL,53,241305,422,12.9,22.9,56,18.4,2.7,80.8,16.5,0.3,1.4,12.3,76.8,788.3,17.6,6.4,8.3,1.4,12.9,4.8,2.6,44.9,21.3,5.7,4.3,9.2,4.6,1.1,24,18,185.1,10.1,61.1,23.7,37.9,14,27.5,6964,7078,2001-2003,29919,38041,6214,41,21.1,37491,4962,8643,13197,12608,8,4,6,138,4,99,31,62,559916,10.4,28.3,23
375,12,115,Sarasota,Florida,FL,36,366256,641,8.4,17.5,53,24.8,4.7,93.4,4.5,0.2,1.1,6.2,79.6,668.7,14.7,5.5,7.4,1,12.4,3.1,3.2,33.9,11.5,5.1,4,10,3.5,1.6,22.5,15.4,130.4,3.5,50.7,20.1,37.1,17.1,26.9,8618,14238,2001-2003,31428,98574,7475,85.7,53,36348,5277,12532,21347,18238,7,3,10,229,4,122,67,61,43288,6.4,20,18
376,12,117,Seminole,Florida,FL,36,401619,1303,9.1,25.5,63.8,9.8,1,83.9,10.9,0.4,3.3,13.6,78,840.7,12.5,6.4,7.6,1.3,13.1,2.4,3.2,29.2,9.4,5.5,4.8,11.1,3.4,2.1,23.4,16.6,207.8,3,55.7,12.2,56.9,13,18.5,13633,8050,2001-2003,49258,35452,5992,67,37.1,30274,7621,15334,21296,21208,0,3,11,326,4,137,84,68,5114,6.3,23.3,16.3
381,12,127,Volusia,Florida,FL,25,490055,444,12.2,21.5,57.7,18,2.8,87.3,10,0.4,1.3,9,77,851.2,17.7,6.8,7.8,1.3,11.4,4,2.2,41.6,13.1,5.7,3.9,13.7,3.5,2.2,23,19.6,172,5.2,65.6,19.8,54.9,17.2,23.8,14006,17854,2001-2003,64065,90841,13608,65.5,32.9,62427,8603,13936,27296,25952,1,3,14,360,4,234,120,179,790804,9.2,29.1,21.9
389,13,9,Baldwin,Georgia,GA,37,45230,175,17.6,23.5,65.8,9.8,1,54.3,44,0.2,1.2,1.5,73.9,1040.1,21.8,8.5,10.9,2.8,15.1,5.1,1,53.6,21.7,14.9,4.6,21.4,9.6,5.3,22.6,13.2,213.4,7.7,65.1,18.9,92.7,12.7,24.4,2617,1972,1999-2003,5693,4446,1772,90.6,35.4,7903,1122,1313,2819,2628,1,3,2,61,4,31,14,9,227100,10.9,17.8,28.2
392,13,15,Bartow,Georgia,GA,32,89229,194,10.9,28.2,62.4,8.4,1,88.6,9.3,0.3,0.8,5.6,74.1,1037.7,16.4,5.7,7.5,1.4,11,5.3,1.3,30.9,14.1,6.6,6.1,12.5,3.6,2.9,24.8,20.6,170.7,6.8,75.5,18.8,58.5,12.1,23.5,7175,3175,1999-2003,11493,7591,2188,48.2,16.8,16115,2549,2101,5197,4422,6,4,16,59,4,56,12,28,20767553,10.2,29.3,30.8
393,13,17,Ben Hill,Georgia,GA,45,17316,69,19.3,28.5,58.9,10.8,1.8,65.2,33.7,0.3,0.4,6.4,73,1124.4,20.1,5.9,12,2,16.2,10.8,0.8,50.6,16,12.2,9.3,17.4,8.7,3.5,27.6,26.4,197.2,14.7,83.5,22.8,65.4,10.1,23.8,2808,2047,1994-2003,3539,2305,665,34.7,34.7,3742,481,534,1007,873,0,3,0,108,4,33,35,17,10429,10.9,23.3,31.5
395,13,21,Bibb,Georgia,GA,33,154918,620,18.9,28.4,58.9,10.9,1.7,47.5,50.3,0.2,1.4,1.6,72.7,1072.3,20,6,12.2,2.5,14.5,5.8,1.6,55,8.3,13.3,9.2,16.7,9.5,3.8,26.4,19,178.5,13.1,56.4,18.9,77.6,11.7,37.2,7609,4984,2001-2003,23769,20373,6141,179.4,44.5,22273,4312,4065,9011,7826,0,3,9,101,4,88,114,83,1803601,10.6,25,23.9
399,13,29,Bryan,Georgia,GA,51,28549,65,10,28.4,64.5,6.3,0.8,82.2,15,0.4,1.1,2.4,75.8,987.7,11.9,7.1,8.1,1.4,11.7,5.4,1.8,28.7,16.9,5.2,4.8,6.7,3.8,1.5,25.5,24,149.6,7,64.2,30.4,59.5,14.8,25.9,3754,1423,1994-2003,3010,2154,622,70.1,24.5,3720,541,748,1663,1505,1,3,2,61,4,32,14,14,62,4.7,29.9,21.5
